id,doc_name,text,req_doc_id
17-5.1.2.2.1.1.18.10,Number Portability Administration Center (NPAC) Service Management System (SMS),Create Subscription Version - Status Change Cause Code Validation,17
17-5.1.2.2.1.1.19.1,Number Portability Administration Center (NPAC) Service Management System (SMS),Create Subscription Version - Old Service Provider ID Validation,17
17-5.1.2.2.1.1.19.2,Number Portability Administration Center (NPAC) Service Management System (SMS),Create Subscription Version - Old Service Provider ID Validation - No Active Subscription Version,17
17-5.1.2.2.1.1.19.3,Number Portability Administration Center (NPAC) Service Management System (SMS),Create Subscription Version – Timer Type Selection,17
17-5.1.2.2.1.1.19.4,Number Portability Administration Center (NPAC) Service Management System (SMS),Create Subscription Version – Timer Type Selection - Mismatch,17
17-5.1.2.2.1.1.19.5,Number Portability Administration Center (NPAC) Service Management System (SMS),Create Subscription Version – Business Hours and Days Selection,17
17-5.1.2.2.1.1.19.6,Number Portability Administration Center (NPAC) Service Management System (SMS),Create Subscription Version – Business Hours and Days Selection - Mismatch,17
17-5.1.2.2.1.1.20.1,Number Portability Administration Center (NPAC) Service Management System (SMS),Create Subscription Version - Validation Failure Notification,17
17-5.1.2.2.1.1.20.2,Number Portability Administration Center (NPAC) Service Management System (SMS),Create Subscription Version - Validation Failure - No Update,17
17-5.1.2.2.1.1.20.3,Number Portability Administration Center (NPAC) Service Management System (SMS),Create Subscription Version - Validation Failure - No Create,17
17-5.1.2.2.1.1.20.4,Number Portability Administration Center (NPAC) Service Management System (SMS),Create Subscription Version - Validation Success - Update Existing,17
17-5.1.2.2.1.1.20.5,Number Portability Administration Center (NPAC) Service Management System (SMS),Create Subscription Version - Validation Success - Create New,17
17-5.1.2.2.1.1.21.1,Number Portability Administration Center (NPAC) Service Management System (SMS),Initial Concurrence Window - Tunable Parameter,17
17-5.1.2.2.1.1.21.2,Number Portability Administration Center (NPAC) Service Management System (SMS),Initial Concurrence Window - Tunable Parameter Modification,17
17-5.1.2.2.1.1.21.3,Number Portability Administration Center (NPAC) Service Management System (SMS),Long Initial Concurrence Window - Tunable Parameter Default,17
17-5.1.2.2.1.1.21.4,Number Portability Administration Center (NPAC) Service Management System (SMS),Short Initial Concurrence Window - Tunable Parameter Default,17
17-5.1.2.2.1.1.21.6,Number Portability Administration Center (NPAC) Service Management System (SMS),Create Subscription Version - Set to Pending,17
17-5.1.2.2.1.1.21.7,Number Portability Administration Center (NPAC) Service Management System (SMS),Create Subscription Version - Notify User Success,17
17-5.1.2.2.1.1.2.1,Number Portability Administration Center (NPAC) Service Management System (SMS),Create Subscription Version - Set to Conflict,17
17-5.1.2.2.1.1.2.2,Number Portability Administration Center (NPAC) Service Management System (SMS),Create Subscription Version - Set Conflict Timestamp,17
17-5.1.2.2.1.1.2.3,Number Portability Administration Center (NPAC) Service Management System (SMS),Create Subscription Version - Conflict Notification,17
17-5.1.2.2.1.1.2.4,Number Portability Administration Center (NPAC) Service Management System (SMS),Cause Code in Conflict Notification - Creation,17
17-5.1.2.2.1.1.22,Number Portability Administration Center (NPAC) Service Management System (SMS),Create Subscription Version - Initial Concurrence Window Tunable Parameter Expiration,17
17-5.1.2.2.1.1.23.1,Number Portability Administration Center (NPAC) Service Management System (SMS),Final Concurrence Window - Tunable Parameter,17
17-5.1.2.2.1.1.23.2,Number Portability Administration Center (NPAC) Service Management System (SMS),Final Concurrence Window Tunable - Tunable Parameter Modification,17
17-5.1.2.2.1.1.23.3,Number Portability Administration Center (NPAC) Service Management System (SMS),Long Final Concurrence Window Tunable - Tunable Parameter Default,17
17-5.1.2.2.1.1.52,Number Portability Administration Center (NPAC) Service Management System (SMS),Short Final Concurrence Window Tunable - Tunable Parameter Default,17
17-5.1.2.2.1.1.23.4,Number Portability Administration Center (NPAC) Service Management System (SMS),New Service Provider Fails to Authorize Transfer of Service,17
17-5.1.2.2.1.1.56,Number Portability Administration Center (NPAC) Service Management System (SMS),Create Inter-Service Provider Port-to-Original Port – NPAC and SOA After NPA-NXX-X Creation,17
17-5.1.2.2.1.1.57,Number Portability Administration Center (NPAC) Service Management System (SMS),Create Inter-Service Provider Port-to-Original Subscription Version – After Block Activation,17
17-5.1.2.2.1.1.23.5,Number Portability Administration Center (NPAC) Service Management System (SMS),Activation without Old Service Provider Authorization,17
17-5.1.2.2.1.1.23.6,Number Portability Administration Center (NPAC) Service Management System (SMS),Activation without Old Service Provider Authorization - Time restriction,17
17-5.1.2.2.1.1.23.3,Number Portability Administration Center (NPAC) Service Management System (SMS),Old Service Provider Final Concurrence Timer Expiration Notification,17
17-5.1.2.2.1.2,Number Portability Administration Center (NPAC) Service Management System (SMS),Subscription Version Creation - Intra-Service Provider Port,17
17-5.1.2.2.1.2.4,Number Portability Administration Center (NPAC) Service Management System (SMS),Create “Intra-Service Provider Port” Subscription Version - Current Service Provider Input Data,17
17-5.1.2.2.1.2.5,Number Portability Administration Center (NPAC) Service Management System (SMS),Create “Intra-Service Provider Port” Subscription Version - Current Service Provider Optional Input Data,17
17-5.1.2.2.1.2.6.1,Number Portability Administration Center (NPAC) Service Management System (SMS),Create “Intra-Service Provider Port” Subscription Version - Field-level Data Validation,17
17-5.1.2.2.1.2.6.2,Number Portability Administration Center (NPAC) Service Management System (SMS),Create “Intra-Service Provider Port” Subscription Version - New and Old Service Provider ID Match,17
17-5.1.2.2.1.2.6.3,Number Portability Administration Center (NPAC) Service Management System (SMS),Create “Intra-Service Provider Port” Subscription Version - Due Date Validation,17
17-5.1.2.2.1.2.6.4,Number Portability Administration Center (NPAC) Service Management System (SMS),Create “Intra-Service Provider Port” Subscription Version - Ported TN NPA-NXX Validation,17
17-5.1.2.2.1.2.45,Number Portability Administration Center (NPAC) Service Management System (SMS),Create “Intra-Service Provider Port” Subscription Version – Due Date Validation for NPA-NXX effective date,17
17-5.1.2.2.1.2.6.5,Number Portability Administration Center (NPAC) Service Management System (SMS),Create “Intra-Service Provider Port” Subscription Version - LRN Validation,17
17-5.1.2.2.1.2.6.6,Number Portability Administration Center (NPAC) Service Management System (SMS),Create “Intra-Service Provider Port” Subscription Version - Duplicate Authorization Validation,17
17-5.1.2.2.1.2.6.7,Number Portability Administration Center (NPAC) Service Management System (SMS),Create “Intra-Service Provider Port” Subscription Version - Old Service Provider ID Validation,17
17-5.1.2.2.1.2.6.8,Number Portability Administration Center (NPAC) Service Management System (SMS),Create “Intra-Service Provider Port” Subscription Version - No Active Version,17
17-5.1.2.2.1.2.6.9,Number Portability Administration Center (NPAC) Service Management System (SMS),Create “Intra-Service Provider Port” Subscription Version - Old Service Provider ID Validation - No Active 5.7.1 Create “Intra-Service Provider Port” Subscription Version - Validation Failure Notification,17
17-5.1.2.2.1.2.7.2,Number Portability Administration Center (NPAC) Service Management System (SMS),Create “Intra-Service Provider Port” Subscription version - Validation Failure - No Create,17
17-5.1.2.2.1.2.8,Number Portability Administration Center (NPAC) Service Management System (SMS),Create “Intra-Service Provider Port” Subscription version - Set to Pending,17
17-5.1.2.2.1.2.9,Number Portability Administration Center (NPAC) Service Management System (SMS),Create “Intra-Service Provider Port” Subscription version - Notify User of Creation,17
17-5.1.2.2.1.2.58,Number Portability Administration Center (NPAC) Service Management System (SMS),Create Intra-Service Provider Port – NPAC Personnel After NPA-NXX-X Creation,17
17-5.1.2.2.1.2.59,Number Portability Administration Center (NPAC) Service Management System (SMS),Create Intra-Service Provider Port – SOA After NPA-NXX-X Creation,17
17-5.1.2.2.2,Number Portability Administration Center (NPAC) Service Management System (SMS),Subscription Version Modification,17
17-5.1.2.2.2.1,Number Portability Administration Center (NPAC) Service Management System (SMS),Modification of a Pending or Conflict Subscription Version,17
17-5.1.2.2.2.1.25,Number Portability Administration Center (NPAC) Service Management System (SMS),Modify Subscription Version - Invalid Version Status Notification,17
17-5.1.2.2.2.1.26,Number Portability Administration Center (NPAC) Service Management System (SMS),Modify Subscription Version - Version Identification,17
17-5.1.2.2.2.1.27.1,Number Portability Administration Center (NPAC) Service Management System (SMS),Modify Subscription Version - New Service Provider Data Values,17
17-5.1.2.2.2.1.27.2,Number Portability Administration Center (NPAC) Service Management System (SMS),Modify “porting to original” Subscription Version - New Service Provider Data Values,17
17-5.1.2.2.2.1.27.3,Number Portability Administration Center (NPAC) Service Management System (SMS),Modify Subscription Version - Old Service Provider Data Values,17
17-5.1.2.2.2.1.27.4,Number Portability Administration Center (NPAC) Service Management System (SMS),Old Service Provider authorization Flag Modification to False,17
17-5.1.2.2.2.1.28,Number Portability Administration Center (NPAC) Service Management System (SMS),Modify Subscription Version - New Service Provider Optional input data.,17
17-5.1.2.2.2.1.29.1,Number Portability Administration Center (NPAC) Service Management System (SMS),Modify Subscription Version - Field-level Data Validation,17
17-5.1.2.2.2.1.29.2,Number Portability Administration Center (NPAC) Service Management System (SMS),Modify Subscription Version - Due Date Validation,17
17-5.1.2.2.2.1.54,Number Portability Administration Center (NPAC) Service Management System (SMS),Modify Subscription Version - Due Date Validation for NPA-NXX Effective Date,17
17-5.1.2.2.2.1.29.3,Number Portability Administration Center (NPAC) Service Management System (SMS),Modify Subscription Version - LRN Validation,17
17-5.1.2.2.2.1.29.4,Number Portability Administration Center (NPAC) Service Management System (SMS),Modify Subscription Version - Originating Service Provider Validation,17
17-5.1.2.2.2.1.29.5,Number Portability Administration Center (NPAC) Service Management System (SMS),Modify Subscription Version - Status Change Cause Code Validation,17
17-5.1.2.2.2.1.30.1,Number Portability Administration Center (NPAC) Service Management System (SMS),Modify Subscription Version - Validation Failure Notification,17
17-5.1.2.2.2.1.30.2,Number Portability Administration Center (NPAC) Service Management System (SMS),Modify Subscription Version - Validation Error Processing,17
17-5.1.2.2.2.1.31.3,Number Portability Administration Center (NPAC) Service Management System (SMS),Modify Subscription Version - Successful Modification Notification,17
17-5.1.2.2.2.1.10.1,Number Portability Administration Center (NPAC) Service Management System (SMS),Modify Subscription Version - Set Conflict Timestamp,17
17-5.1.2.2.2.1.10.2,Number Portability Administration Center (NPAC) Service Management System (SMS),Modify Subscription Version - Conflict Notification,17
17-5.1.2.2.2.1.10.3,Number Portability Administration Center (NPAC) Service Management System (SMS),Modify Subscription Version - Cause Code in Notification,17
17-5.1.2.2.2.2,Number Portability Administration Center (NPAC) Service Management System (SMS),Modification of an Active Subscription Version,17
17-5.1.2.2.2.2.11,Number Portability Administration Center (NPAC) Service Management System (SMS),Modify Active Subscription Version - Service Provider Owned,17
17-5.1.2.2.2.2.35,Number Portability Administration Center (NPAC) Service Management System (SMS),Modify Active Subscription Version - Version Identification,17
17-5.1.2.2.2.2.36,Number Portability Administration Center (NPAC) Service Management System (SMS),Modify Active Subscription Version - Input Data,17
17-5.1.2.2.2.2.37,Number Portability Administration Center (NPAC) Service Management System (SMS),Active Subscription Version - New Service Provider Optional input data.,17
17-5.1.2.2.2.2.38.1,Number Portability Administration Center (NPAC) Service Management System (SMS),Modify Active Subscription Version - Field-level Data Validation,17
17-5.1.2.2.2.2.38.2,Number Portability Administration Center (NPAC) Service Management System (SMS),Modify Active Subscription Version - LRN Validation,17
17-5.1.2.2.2.2.39.1,Number Portability Administration Center (NPAC) Service Management System (SMS),Modify Active Subscription Version - Validation Failure Notification,17
17-5.1.2.2.2.2.39.2,Number Portability Administration Center (NPAC) Service Management System (SMS),Modify Active Subscription Version - Validation Error Processing,17
17-5.1.2.2.2.2.46,Number Portability Administration Center (NPAC) Service Management System (SMS),Modify Active Subscription Version- Creation of Old Subscription Version,17
17-5.1.2.2.2.2.47,Number Portability Administration Center (NPAC) Service Management System (SMS),Modify Active Subscription Version- Old Subscription Version No Broadcast,17
17-5.1.2.2.2.2.40.1,Number Portability Administration Center (NPAC) Service Management System (SMS),Modify Active Subscription Version - Broadcast Date/Time Stamp,17
17-5.1.2.2.2.2.40.3,Number Portability Administration Center (NPAC) Service Management System (SMS),Modify Active Subscription Version - Modification Success User Notification,17
17-5.1.2.2.2.2.40.4,Number Portability Administration Center (NPAC) Service Management System (SMS),Modify Active Subscription Version - Broadcast complete Time Stamp,17
17-5.1.2.2.2.2.41,Number Portability Administration Center (NPAC) Service Management System (SMS),Activation Of A Modified Subscription Version,17
17-5.1.2.2.2.2.41.1,Number Portability Administration Center (NPAC) Service Management System (SMS),Broadcast Modified Active Subscription - Local SMS Identification,17
17-5.1.2.2.2.2.41.2,Number Portability Administration Center (NPAC) Service Management System (SMS),Broadcast Modified Active Subscription - Send to Local SMSs,17
17-5.1.2.2.2.2.41.3,Number Portability Administration Center (NPAC) Service Management System (SMS),Broadcast Modified Active Subscription - Set to Sending,17
17-5.1.2.2.2.2.41.4,Number Portability Administration Center (NPAC) Service Management System (SMS),Modify Active Subscription Version - Return Status,17
17-5.1.2.2.2.2.41.5,Number Portability Administration Center (NPAC) Service Management System (SMS),Modify Active Subscription Activation Retry Attempts - Tunable Parameter,17
17-5.1.2.2.2.2.41.6,Number Portability Administration Center (NPAC) Service Management System (SMS),Modify Active Subscription Activation Retry Interval - Tunable Parameter,17
17-5.1.2.2.2.2.41.7,Number Portability Administration Center (NPAC) Service Management System (SMS),Modify Active Subscription Version Failure Retry,17
17-5.1.2.2.2.2.41.8,Number Portability Administration Center (NPAC) Service Management System (SMS),Modify Active Subscription Version Failure - Status Sending,17
17-5.1.2.2.2.2.41.9,Number Portability Administration Center (NPAC) Service Management System (SMS),Modify Active Subscription Version Failure - Local SMS Identification,17
17-5.1.2.2.2.2.41.10,Number Portability Administration Center (NPAC) Service Management System (SMS),Subscription Version Activation - Resend to Failed Local SMSs,17
17-5.1.2.2.2.2.41.11,Number Portability Administration Center (NPAC) Service Management System (SMS),Modify Active Subscription Version - Failed Local SMS Notification Current Service Provider,17
17-5.1.2.2.3,Number Portability Administration Center (NPAC) Service Management System (SMS),Subscription Version Conflict,17
17-5.1.2.2.3.1,Number Portability Administration Center (NPAC) Service Management System (SMS),Placing a Subscription Version in Conflict,17
17-5.1.2.2.3.1.42,Number Portability Administration Center (NPAC) Service Management System (SMS),Conflict Subscription Version - Version Identification,17
17-5.1.2.2.3.1.43.1,Number Portability Administration Center (NPAC) Service Management System (SMS),Conflict Subscription Version - Invalid Status Notification,17
17-5.1.2.2.3.1.43.2,Number Portability Administration Center (NPAC) Service Management System (SMS),Conflict Subscription Version - No Cause Code Notification,17
17-5.1.2.2.3.1.42.1,Number Portability Administration Center (NPAC) Service Management System (SMS),Conflict Subscription Version - Old Service Provider Number Restriction,17
17-5.1.2.2.3.1.42.2,Number Portability Administration Center (NPAC) Service Management System (SMS),Conflict Subscription Version - Conflict Restriction Window,17
17-5.1.2.2.3.1.50,Number Portability Administration Center (NPAC) Service Management System (SMS),Conflict Subscription Version - Conflict Restriction Window- Old Service Provider,17
17-5.1.2.2.3.1.51,Number Portability Administration Center (NPAC) Service Management System (SMS),Conflict Subscription Version – Conflict Restriction Rules for Old Service Provider,17
17-5.1.2.2.3.1.2,Number Portability Administration Center (NPAC) Service Management System (SMS),Conflict Restriction Window Tunable due date value,17
17-5.1.2.2.3.1.42.3,Number Portability Administration Center (NPAC) Service Management System (SMS),Conflict Subscription Version - Conflict Restriction Window Tunable,17
17-5.1.2.2.3.1.42.4,Number Portability Administration Center (NPAC) Service Management System (SMS),Conflict Subscription Version - Conflict Restriction Window Tunable Default,17
17-5.1.2.2.3.1.42.5,Number Portability Administration Center (NPAC) Service Management System (SMS),Conflict Subscription Version – Short Timer Usage,17
17-5.1.2.2.3.1.44.1,Number Portability Administration Center (NPAC) Service Management System (SMS),Conflict Subscription Version - Set Status to Conflict,17
17-5.1.2.2.3.1.44.2,Number Portability Administration Center (NPAC) Service Management System (SMS),Conflict Subscription Version - Set Conflict Date and Time,17
17-5.1.2.2.3.1.44.3,Number Portability Administration Center (NPAC) Service Management System (SMS),Conflict Subscription Version - Successful Completion Message,17
17-5.1.2.2.3.1.45.1,Number Portability Administration Center (NPAC) Service Management System (SMS),Conflict Expiration Window - Tunable Parameter,17
17-5.1.2.2.3.1.45.2,Number Portability Administration Center (NPAC) Service Management System (SMS),Conflict Expiration Window - Tunable Parameter Default,17
17-5.1.2.2.3.1.45.3,Number Portability Administration Center (NPAC) Service Management System (SMS),Conflict Expiration Window - Tunable Parameter Modification,17
17-5.1.2.2.3.1.45.4,Number Portability Administration Center (NPAC) Service Management System (SMS),Conflict Subscription Version - Set to Cancel,17
17-5.1.2.2.3.1.45.5,Number Portability Administration Center (NPAC) Service Management System (SMS),Conflict Subscription Version - Set Cancellation Date Timestamp,17
17-5.1.2.2.3.1.45.6,Number Portability Administration Center (NPAC) Service Management System (SMS),Conflict Subscription Version - Inform Service Providers of Cancel Status,17
17-5.1.2.2.3.2,Number Portability Administration Center (NPAC) Service Management System (SMS),Removing a Subscription Version from Conflict,17
17-5.1.2.2.3.2.46,Number Portability Administration Center (NPAC) Service Management System (SMS),Conflict Resolution Subscription Version - Version Identification,17
17-5.1.2.2.3.2.47,Number Portability Administration Center (NPAC) Service Management System (SMS),Conflict Resolution Subscription Version - Invalid Status Notification,17
17-5.1.2.2.3.2.50.1,Number Portability Administration Center (NPAC) Service Management System (SMS),Conflict Resolution Subscription Version - Set Status,17
17-5.1.2.2.3.2.50.2,Number Portability Administration Center (NPAC) Service Management System (SMS),Conflict Resolution Subscription Version - Status Message,17
17-5.1.2.2.3.2.12.1,Number Portability Administration Center (NPAC) Service Management System (SMS),Conflict Resolution Subscription Version - Inform Both Service Providers of Pending Status,17
17-5.1.2.2.3.2.12.3,Number Portability Administration Center (NPAC) Service Management System (SMS),Conflict Resolution New Service Provider Restriction Tunable Parameter,17
17-5.1.2.2.3.2.12.4,Number Portability Administration Center (NPAC) Service Management System (SMS),Long Conflict Resolution New Service Provider Restriction - Tunable Parameter Default,17
17-5.1.2.2.3.2.12.5,Number Portability Administration Center (NPAC) Service Management System (SMS),Conflict Resolution New Service Provider Restriction Tunable Parameter Modification,17
17-5.1.2.2.3.2.12.6,Number Portability Administration Center (NPAC) Service Management System (SMS),Short Conflict Resolution New Service Provider Restriction - Tunable Parameter Default,17
17-5.1.2.2.3.2.14,Number Portability Administration Center (NPAC) Service Management System (SMS),Conflict Resolution Acknowledgment - Update Conflict Resolution Date and Time Stamp,17
17-5.1.2.2.4,Number Portability Administration Center (NPAC) Service Management System (SMS),Subscription Version Activation,17
17-5.1.2.2.4.51.1,Number Portability Administration Center (NPAC) Service Management System (SMS),Activate Subscription Version - Version Identification,17
17-5.1.2.2.4.51.2,Number Portability Administration Center (NPAC) Service Management System (SMS),Activate Subscription Version - Broadcast Complete Date and Time Stamp,17
17-5.1.2.2.4.21,Number Portability Administration Center (NPAC) Service Management System (SMS),Activate “porting to original” Subscription Version,17
17-5.1.2.2.4.22,Number Portability Administration Center (NPAC) Service Management System (SMS),Activate Subscription Version - Set Activation Received Timestamp,17
17-5.1.2.2.4.52,Number Portability Administration Center (NPAC) Service Management System (SMS),Activate Subscription Version - Invalid Status Notification,17
17-5.1.2.2.4.53.1,Number Portability Administration Center (NPAC) Service Management System (SMS),Activate Subscription Version - Validation,17
17-5.1.2.2.4.53.2,Number Portability Administration Center (NPAC) Service Management System (SMS),Activate Subscription Version Validation Error Message,17
17-5.1.2.2.4.53.3,Number Portability Administration Center (NPAC) Service Management System (SMS),Activate Subscription Version - Validate Due Date,17
17-5.1.2.2.4.55,Number Portability Administration Center (NPAC) Service Management System (SMS),Activate Subscription Version - Local SMS Identification,17
17-5.1.2.2.4.57.1,Number Portability Administration Center (NPAC) Service Management System (SMS),Activate Subscription Version - Send to Local SMSs,17
17-5.1.2.2.4.57.2,Number Portability Administration Center (NPAC) Service Management System (SMS),Activate Subscription Version - Set to Sending,17
17-5.1.2.2.4.57.3,Number Portability Administration Center (NPAC) Service Management System (SMS),Activate Subscription Version - Date and Time Stamp,17
17-5.1.2.2.4.58.1,Number Portability Administration Center (NPAC) Service Management System (SMS),Local SMS Activation message logging,17
17-5.1.2.2.4.58.2,Number Portability Administration Center (NPAC) Service Management System (SMS),Local SMS Activation Log Retention Period - Tunable Parameter,17
17-5.1.2.2.4.58.3,Number Portability Administration Center (NPAC) Service Management System (SMS),Local SMS Activation Log Retention Period - Tunable Parameter Modification,17
17-5.1.2.2.4.58.4,Number Portability Administration Center (NPAC) Service Management System (SMS),Local SMS Activation Log Retention Period - Tunable Parameter Default,17
17-5.1.2.2.4.58.5,Number Portability Administration Center (NPAC) Service Management System (SMS),Local SMS Activation Message Log - Viewing,17
17-5.1.2.2.4.59.1,Number Portability Administration Center (NPAC) Service Management System (SMS),Activate Subscription Version - Set Status of Current to Active,17
17-5.1.2.2.4.59.2,Number Portability Administration Center (NPAC) Service Management System (SMS),Activate Subscription Version - Set Status of Previous to Old,17
17-5.1.2.2.4.60.1,Number Portability Administration Center (NPAC) Service Management System (SMS),Subscription Activation Retry Attempts - Tunable Parameter,17
17-5.1.2.2.4.60.2,Number Portability Administration Center (NPAC) Service Management System (SMS),Subscription Activation Retry Interval - Tunable Parameter,17
17-5.1.2.2.4.60.3,Number Portability Administration Center (NPAC) Service Management System (SMS),Subscription Activation Retry Attempts - Tunable Parameter Modification,17
17-5.1.2.2.4.60.4,Number Portability Administration Center (NPAC) Service Management System (SMS),Subscription Activation Retry Interval - Tunable Parameter Modification,17
17-5.1.2.2.4.60.5,Number Portability Administration Center (NPAC) Service Management System (SMS),Subscription Activation Retry Attempts - Tunable Parameter Default,17
17-5.1.2.2.4.60.6,Number Portability Administration Center (NPAC) Service Management System (SMS),Subscription Activation Retry Interval - Tunable Parameter Default,17
17-5.1.2.2.4.60.7,Number Portability Administration Center (NPAC) Service Management System (SMS),Subscription Version Activation Failure Retry,17
17-5.1.2.2.4.60.8,Number Portability Administration Center (NPAC) Service Management System (SMS),Subscription Version Activation Failure - After Retries,17
17-5.1.2.2.4.60.9,Number Portability Administration Center (NPAC) Service Management System (SMS),Subscription Version Activation Failure - Status Sending,17
17-5.1.2.2.4.60.10,Number Portability Administration Center (NPAC) Service Management System (SMS),Subscription Version Activation Failure - Local SMS Identification,17
17-5.1.2.2.4.60.11,Number Portability Administration Center (NPAC) Service Management System (SMS),Subscription Version Activation Failure - Set Status to Partial Failure,17
17-5.1.2.2.4.60.12,Number Portability Administration Center (NPAC) Service Management System (SMS),Subscription Version Partial Activation Failure - Set Status of Previous to Old,17
17-5.1.2.2.4.61.1,Number Portability Administration Center (NPAC) Service Management System (SMS),Subscription Version Activation - Set Status to Failure,17
17-5.1.2.2.4.61.2,Number Portability Administration Center (NPAC) Service Management System (SMS),Subscription Version Activation Subscription Version - Failure Notification,17
17-5.1.2.2.4.61.3,Number Portability Administration Center (NPAC) Service Management System (SMS),Subscription Version Activation - Resend to Failed Local SMSs,17
17-5.1.2.2.4.22.1,Number Portability Administration Center (NPAC) Service Management System (SMS),Subscription Version Activation - Failed Local SMS Notification - Both Service Providers,17
17-5.1.2.2.4.22.2,Number Portability Administration Center (NPAC) Service Management System (SMS),Subscription Version Activation - Failed Local SMS Notification - Current Service Provider,17
17-5.1.2.2.4.60,Number Portability Administration Center (NPAC) Service Management System (SMS),Activate Intra-Service Provider Port – After NPA-NXX-X Creation and Prior to the Existence of the Block,17
17-5.1.2.2.4.61,Number Portability Administration Center (NPAC) Service Management System (SMS),Activate Port-to-Original Subscription Version – Broadcast of Subscription Data Creation,17
17-5.1.2.2.4.62,Number Portability Administration Center (NPAC) Service Management System (SMS),Activate Port-to-Original Subscription Version – Broadcast of Subscription Data Deletion,17
17-5.1.2.2.5,Number Portability Administration Center (NPAC) Service Management System (SMS),Subscription Version Disconnect,17
17-5.1.2.2.5.62,Number Portability Administration Center (NPAC) Service Management System (SMS),Disconnect Subscription Version - Version Identification,17
17-5.1.2.2.5.23.1,Number Portability Administration Center (NPAC) Service Management System (SMS),Disconnect Subscription Version - Required Input Data,17
17-5.1.2.2.5.23.2,Number Portability Administration Center (NPAC) Service Management System (SMS),Disconnect Subscription Version - Optional Input Data,17
17-5.1.2.2.5.10,Number Portability Administration Center (NPAC) Service Management System (SMS),Disconnect Subscription Version - Invocation by Current Service Provider,17
17-5.1.2.2.5.63,Number Portability Administration Center (NPAC) Service Management System (SMS),Disconnect Subscription Version - Invalid Status Notification,17
17-5.1.2.2.5.64.1,Number Portability Administration Center (NPAC) Service Management System (SMS),Disconnect Subscription Version - Cancel Other Version Notification,17
17-5.1.2.2.5.48,Number Portability Administration Center (NPAC) Service Management System (SMS),Disconnect Pending Subscription Version- Creation of Old Subscription Version,17
17-5.1.2.2.5.49,Number Portability Administration Center (NPAC) Service Management System (SMS),Disconnect Pending Subscription Version- Old Subscription Version No Broadcast,17
17-5.1.2.2.5.24,Number Portability Administration Center (NPAC) Service Management System (SMS),Disconnect Subscription Version -Set to Disconnect Pending,17
17-5.1.2.2.5.25.1,Number Portability Administration Center (NPAC) Service Management System (SMS),Disconnect Subscription Version - Disconnect Pending Status Notification,17
17-5.1.2.2.5.25.2,Number Portability Administration Center (NPAC) Service Management System (SMS),Disconnect Subscription Version - Customer Disconnect Date Notification,17
17-5.1.2.2.5.65.1,Number Portability Administration Center (NPAC) Service Management System (SMS),Disconnect Subscription Version -Immediate Broadcast,17
17-5.1.2.2.5.65.2,Number Portability Administration Center (NPAC) Service Management System (SMS),Disconnect Subscription Version - Deferred Broadcast,17
17-5.1.2.2.5.65.4,Number Portability Administration Center (NPAC) Service Management System (SMS),Disconnect Subscription Version - Broadcast Interface Message to Local SMSs,17
17-5.1.2.2.5.65.5,Number Portability Administration Center (NPAC) Service Management System (SMS),Disconnect Subscription Version - Disconnect Broadcast Date and Time Stamp,17
17-5.1.2.2.5.65.6,Number Portability Administration Center (NPAC) Service Management System (SMS),Disconnect Subscription Version - Set to Sending,17
17-5.1.2.2.5.66.2,Number Portability Administration Center (NPAC) Service Management System (SMS),Disconnect Subscription Version Complete - Set Disconnect Complete Date,17
17-5.1.2.2.5.66.3,Number Portability Administration Center (NPAC) Service Management System (SMS),Disconnect Subscription Version Complete - Set Disconnect to Old,17
17-5.1.2.2.5.66.4,Number Portability Administration Center (NPAC) Service Management System (SMS),Disconnect Subscription Version Complete – Status Update of SV,17
17-5.1.2.2.5.67.1,Number Portability Administration Center (NPAC) Service Management System (SMS),Disconnect Subscription Version - Set Status to Active,17
17-5.1.2.2.5.67.2,Number Portability Administration Center (NPAC) Service Management System (SMS),Disconnect Pending Subscription Version - Failure Notification,17
17-5.1.2.2.5.67.3,Number Portability Administration Center (NPAC) Service Management System (SMS),Disconnect Subscription Version - Resend Disconnect Requests to All Local SMSs,17
17-5.1.2.2.5.68.1,Number Portability Administration Center (NPAC) Service Management System (SMS),Disconnect Subscription Version - Subscription Disconnect Retry Attempts - Tunable Parameter,17
17-5.1.2.2.5.68.2,Number Portability Administration Center (NPAC) Service Management System (SMS),Disconnect Pending Subscription Version - Subscription Disconnect Retry Attempts - Tunable Parameter Default,17
17-5.1.2.2.5.68.3,Number Portability Administration Center (NPAC) Service Management System (SMS),Disconnect Subscription Version - Subscription Disconnect Retry Interval - Tunable Parameter,17
17-5.1.2.2.5.68.4,Number Portability Administration Center (NPAC) Service Management System (SMS),Disconnect Subscription Version - Subscription Disconnect Retry Interval - Tunable Parameter Default,17
17-5.1.2.2.5.68.5,Number Portability Administration Center (NPAC) Service Management System (SMS),Disconnect Subscription Version - Retry Processing,17
17-5.1.2.2.5.68.6,Number Portability Administration Center (NPAC) Service Management System (SMS),Disconnect Subscription Version - Sending Status during Retries,17
17-5.1.2.2.5.68.7,Number Portability Administration Center (NPAC) Service Management System (SMS),Disconnect Subscription Version - Retry Failed,17
17-5.1.2.2.5.68.8,Number Portability Administration Center (NPAC) Service Management System (SMS),Disconnect Subscription Version - Failure Notification after Retries Complete,17
17-5.1.2.2.5.68.9,Number Portability Administration Center (NPAC) Service Management System (SMS),Disconnect Subscription Version - Set to Old,17
